disease,resistance_gene_count,temperature,humidity,soil_moisture,light,risk_level,risk_score
Fusarium Wilt,0,35.6,31.0,25.3,990.5,LOW,25.0
Early Blight,1,28.0,66.5,22.8,232.0,LOW,35.0
Late Blight,0,28.0,66.5,22.8,232.0,LOW,25.0
Fusarium Wilt,0,28.0,66.5,22.8,232.0,LOW,15.0
Early Blight,0,20.4,36.1,69.0,1114.3,LOW,12.0
Late Blight,1,20.4,36.1,69.0,1114.3,LOW,20.0
Fusarium Wilt,2,20.4,36.1,69.0,1114.3,LOW,25.0
Early Blight,0,21.7,32.1,67.4,750.5,LOW,12.0
Late Blight,0,21.7,32.1,67.4,750.5,LOW,10.0
Fusarium Wilt,1,21.7,32.1,67.4,750.5,LOW,25.0
Early Blight,1,37.0,50.6,89.2,761.7,LOW,35.0
Late Blight,1,37.0,50.6,89.2,761.7,LOW,10.0
Fusarium Wilt,1,37.0,50.6,89.2,761.7,LOW,25.0
Early Blight,0,15.6,55.9,24.4,778.6,LOW,25.0
Late Blight,2,15.6,55.9,24.4,778.6,LOW,10.0
Fusarium Wilt,1,15.6,55.9,24.4,778.6,LOW,15.0
Early Blight,0,18.7,98.0,28.6,1103.7,LOW,25.0
Late Blight,1,18.7,98.0,28.6,1103.7,MEDIUM,45.0
Fusarium Wilt,0,18.7,98.0,28.6,1103.7,LOW,25.0
Early Blight,0,33.0,77.2,75.8,182.9,LOW,25.0
Late Blight,2,33.0,77.2,75.8,182.9,LOW,10.0
Fusarium Wilt,1,33.0,77.2,75.8,182.9,LOW,25.0
Early Blight,1,29.6,94.9,31.7,344.0,MEDIUM,52.0
Late Blight,0,29.6,94.9,31.7,344.0,LOW,10.0
Fusarium Wilt,0,29.6,94.9,31.7,344.0,LOW,25.0
Early Blight,0,36.2,37.0,62.0,377.9,LOW,12.0
Late Blight,0,36.2,37.0,62.0,377.9,LOW,10.0
Fusarium Wilt,0,36.2,37.0,62.0,377.9,MEDIUM,40.0
Early Blight,1,17.1,30.1,85.2,952.2,LOW,22.0
Late Blight,1,17.1,30.1,85.2,952.2,LOW,10.0
Fusarium Wilt,1,17.1,30.1,85.2,952.2,LOW,25.0
Early Blight,0,16.0,89.8,26.3,664.5,LOW,25.0
Late Blight,0,16.0,89.8,26.3,664.5,MEDIUM,45.0
Fusarium Wilt,1,16.0,89.8,26.3,664.5,LOW,25.0
Early Blight,0,18.7,40.2,23.2,1140.5,LOW,12.0
Late Blight,0,18.7,40.2,23.2,1140.5,LOW,10.0
Fusarium Wilt,0,18.7,40.2,23.2,1140.5,LOW,15.0
Early Blight,1,22.5,94.4,62.8,121.2,LOW,35.0
Late Blight,0,22.5,94.4,62.8,121.2,MEDIUM,45.0
Fusarium Wilt,1,22.5,94.4,62.8,121.2,LOW,25.0
Early Blight,0,29.8,61.8,32.0,182.8,LOW,25.0
Late Blight,1,29.8,61.8,32.0,182.8,LOW,10.0
Fusarium Wilt,1,29.8,61.8,32.0,182.8,LOW,25.0
Early Blight,1,35.6,88.4,23.7,619.5,LOW,35.0
Late Blight,2,35.6,88.4,23.7,619.5,LOW,10.0
Fusarium Wilt,2,35.6,88.4,23.7,619.5,LOW,15.0
Early Blight,0,29.4,61.0,60.8,984.9,LOW,25.0
Late Blight,1,29.4,61.0,60.8,984.9,LOW,10.0
Fusarium Wilt,1,29.4,61.0,60.8,984.9,MEDIUM,40.0
Early Blight,0,20.0,84.6,40.5,816.1,LOW,25.0
Late Blight,1,20.0,84.6,40.5,816.1,MEDIUM,45.0
Fusarium Wilt,1,20.0,84.6,40.5,816.1,LOW,25.0
Early Blight,0,15.1,42.1,68.9,424.8,LOW,12.0
Late Blight,1,15.1,42.1,68.9,424.8,LOW,20.0
Fusarium Wilt,1,15.1,42.1,68.9,424.8,LOW,25.0
Early Blight,0,24.4,31.3,17.2,1118.6,LOW,12.0
Late Blight,2,24.4,31.3,17.2,1118.6,LOW,10.0
Fusarium Wilt,1,24.4,31.3,17.2,1118.6,LOW,15.0
Early Blight,1,28.1,57.5,75.3,874.6,LOW,35.0
Late Blight,1,28.1,57.5,75.3,874.6,LOW,10.0
Fusarium Wilt,1,28.1,57.5,75.3,874.6,LOW,25.0
Early Blight,0,21.8,55.5,20.6,941.3,LOW,25.0
Late Blight,2,21.8,55.5,20.6,941.3,LOW,10.0
Fusarium Wilt,1,21.8,55.5,20.6,941.3,LOW,15.0
Early Blight,1,26.5,35.4,52.6,583.6,LOW,22.0
Late Blight,0,26.5,35.4,52.6,583.6,LOW,10.0
Fusarium Wilt,0,26.5,35.4,52.6,583.6,MEDIUM,40.0
Early Blight,1,34.0,48.5,80.2,661.0,LOW,22.0
Late Blight,1,34.0,48.5,80.2,661.0,LOW,10.0
Fusarium Wilt,2,34.0,48.5,80.2,661.0,LOW,25.0
Early Blight,0,26.9,48.8,67.0,552.2,LOW,12.0
Late Blight,1,26.9,48.8,67.0,552.2,LOW,20.0
Fusarium Wilt,2,26.9,48.8,67.0,552.2,MEDIUM,40.0
Early Blight,0,25.7,82.7,87.6,548.5,MEDIUM,42.0
Late Blight,1,25.7,82.7,87.6,548.5,LOW,25.0
Fusarium Wilt,1,25.7,82.7,87.6,548.5,LOW,25.0
Early Blight,1,36.0,90.3,82.4,248.4,LOW,35.0
Late Blight,1,36.0,90.3,82.4,248.4,LOW,10.0
Fusarium Wilt,2,36.0,90.3,82.4,248.4,LOW,25.0
Early Blight,1,24.4,72.2,10.9,558.6,MEDIUM,52.0
Late Blight,1,24.4,72.2,10.9,558.6,LOW,25.0
Fusarium Wilt,1,24.4,72.2,10.9,558.6,LOW,15.0
Early Blight,0,35.5,55.6,88.8,1099.5,LOW,25.0
Late Blight,1,35.5,55.6,88.8,1099.5,LOW,20.0
Fusarium Wilt,0,35.5,55.6,88.8,1099.5,LOW,25.0
Early Blight,0,36.9,67.3,27.2,926.6,LOW,25.0
Late Blight,1,36.9,67.3,27.2,926.6,LOW,20.0
Fusarium Wilt,0,36.9,67.3,27.2,926.6,LOW,25.0
Early Blight,1,25.4,42.7,83.3,577.2,LOW,22.0
Late Blight,1,25.4,42.7,83.3,577.2,LOW,10.0
Fusarium Wilt,1,25.4,42.7,83.3,577.2,LOW,25.0
Early Blight,1,33.6,90.9,75.0,205.2,LOW,35.0
Late Blight,1,33.6,90.9,75.0,205.2,LOW,20.0
Fusarium Wilt,1,33.6,90.9,75.0,205.2,LOW,25.0
Early Blight,1,37.8,57.4,12.3,1086.5,LOW,35.0
Late Blight,1,37.8,57.4,12.3,1086.5,LOW,10.0
Fusarium Wilt,0,37.8,57.4,12.3,1086.5,LOW,15.0
Early Blight,0,18.4,72.0,69.8,174.1,LOW,25.0
Late Blight,0,18.4,72.0,69.8,174.1,LOW,25.0
Fusarium Wilt,0,18.4,72.0,69.8,174.1,LOW,25.0
Early Blight,1,31.8,68.4,27.4,230.0,LOW,35.0
Late Blight,1,31.8,68.4,27.4,230.0,LOW,20.0
Fusarium Wilt,1,31.8,68.4,27.4,230.0,LOW,25.0
Early Blight,0,27.5,39.0,57.3,694.2,LOW,12.0
Late Blight,1,27.5,39.0,57.3,694.2,LOW,20.0
Fusarium Wilt,1,27.5,39.0,57.3,694.2,MEDIUM,40.0
Early Blight,0,36.6,39.2,82.7,462.5,LOW,12.0
Late Blight,1,36.6,39.2,82.7,462.5,LOW,20.0
Fusarium Wilt,2,36.6,39.2,82.7,462.5,LOW,25.0
Early Blight,0,20.3,68.8,48.8,569.3,LOW,25.0
Late Blight,0,20.3,68.8,48.8,569.3,LOW,25.0
Fusarium Wilt,1,20.3,68.8,48.8,569.3,LOW,25.0
Early Blight,0,24.2,92.2,55.5,1174.4,MEDIUM,42.0
Late Blight,0,24.2,92.2,55.5,1174.4,LOW,25.0
Fusarium Wilt,1,24.2,92.2,55.5,1174.4,LOW,25.0
Early Blight,0,23.5,66.3,80.3,193.7,LOW,25.0
Late Blight,1,23.5,66.3,80.3,193.7,LOW,25.0
Fusarium Wilt,2,23.5,66.3,80.3,193.7,LOW,25.0
Early Blight,1,17.3,65.8,55.7,1176.0,LOW,35.0
Late Blight,0,17.3,65.8,55.7,1176.0,LOW,25.0
Fusarium Wilt,0,17.3,65.8,55.7,1176.0,LOW,25.0
Early Blight,1,34.5,30.5,29.8,1133.3,LOW,22.0
Late Blight,2,34.5,30.5,29.8,1133.3,LOW,10.0
Fusarium Wilt,2,34.5,30.5,29.8,1133.3,LOW,25.0
Early Blight,1,19.5,74.9,35.3,545.2,LOW,35.0
Late Blight,2,19.5,74.9,35.3,545.2,LOW,25.0
Fusarium Wilt,1,19.5,74.9,35.3,545.2,LOW,25.0
Early Blight,0,37.8,53.8,28.1,194.8,LOW,25.0
Late Blight,0,37.8,53.8,28.1,194.8,LOW,10.0
Fusarium Wilt,2,37.8,53.8,28.1,194.8,LOW,25.0
Early Blight,1,29.3,86.8,57.8,178.1,MEDIUM,52.0
Late Blight,2,29.3,86.8,57.8,178.1,LOW,10.0
Fusarium Wilt,2,29.3,86.8,57.8,178.1,MEDIUM,40.0
Early Blight,1,19.2,50.0,89.7,402.6,LOW,35.0
Late Blight,1,19.2,50.0,89.7,402.6,LOW,20.0
Fusarium Wilt,2,19.2,50.0,89.7,402.6,LOW,25.0
Early Blight,1,25.2,95.2,43.3,241.5,MEDIUM,52.0
Late Blight,0,25.2,95.2,43.3,241.5,LOW,25.0
Fusarium Wilt,0,25.2,95.2,43.3,241.5,MEDIUM,40.0
Early Blight,0,25.8,51.9,72.2,769.1,LOW,25.0
Late Blight,0,25.8,51.9,72.2,769.1,LOW,10.0
Fusarium Wilt,0,25.8,51.9,72.2,769.1,LOW,25.0
Early Blight,1,37.4,36.1,65.6,1157.1,LOW,22.0
Late Blight,1,37.4,36.1,65.6,1157.1,LOW,20.0
Fusarium Wilt,2,37.4,36.1,65.6,1157.1,MEDIUM,40.0
Early Blight,1,37.3,32.5,75.1,714.2,LOW,22.0
Late Blight,2,37.3,32.5,75.1,714.2,LOW,10.0
Fusarium Wilt,0,37.3,32.5,75.1,714.2,LOW,25.0
Early Blight,0,33.6,51.8,76.8,386.6,LOW,25.0
Late Blight,0,33.6,51.8,76.8,386.6,LOW,10.0
Fusarium Wilt,1,33.6,51.8,76.8,386.6,LOW,25.0
Early Blight,1,36.2,33.2,49.4,620.1,LOW,22.0
Late Blight,2,36.2,33.2,49.4,620.1,LOW,10.0
Fusarium Wilt,1,36.2,33.2,49.4,620.1,MEDIUM,40.0
Early Blight,1,22.2,90.7,19.4,403.9,LOW,35.0
Late Blight,0,22.2,90.7,19.4,403.9,MEDIUM,45.0
Fusarium Wilt,0,22.2,90.7,19.4,403.9,LOW,15.0
Early Blight,1,19.1,84.7,11.9,329.9,LOW,35.0
Late Blight,0,19.1,84.7,11.9,329.9,MEDIUM,45.0
Fusarium Wilt,1,19.1,84.7,11.9,329.9,LOW,15.0
Early Blight,0,26.8,92.2,53.5,539.3,MEDIUM,42.0
Late Blight,0,26.8,92.2,53.5,539.3,LOW,25.0
Fusarium Wilt,2,26.8,92.2,53.5,539.3,MEDIUM,40.0
Early Blight,1,27.4,40.3,35.7,768.9,LOW,22.0
Late Blight,1,27.4,40.3,35.7,768.9,LOW,20.0
Fusarium Wilt,0,27.4,40.3,35.7,768.9,LOW,25.0
Early Blight,1,19.8,43.9,28.9,892.9,LOW,22.0
Late Blight,2,19.8,43.9,28.9,892.9,LOW,10.0
Fusarium Wilt,1,19.8,43.9,28.9,892.9,LOW,25.0
Early Blight,0,34.6,64.2,50.6,158.8,LOW,25.0
Late Blight,2,34.6,64.2,50.6,158.8,LOW,10.0
Fusarium Wilt,0,34.6,64.2,50.6,158.8,MEDIUM,40.0
Early Blight,0,26.1,95.9,57.7,145.1,MEDIUM,42.0
Late Blight,1,26.1,95.9,57.7,145.1,LOW,25.0
Fusarium Wilt,1,26.1,95.9,57.7,145.1,MEDIUM,40.0
Early Blight,1,33.9,72.8,88.3,1052.2,LOW,35.0
Late Blight,1,33.9,72.8,88.3,1052.2,LOW,10.0
Fusarium Wilt,2,33.9,72.8,88.3,1052.2,LOW,25.0
Early Blight,1,17.3,52.8,32.1,472.4,LOW,35.0
Late Blight,2,17.3,52.8,32.1,472.4,LOW,10.0
Fusarium Wilt,2,17.3,52.8,32.1,472.4,LOW,25.0
Early Blight,0,28.7,57.4,33.6,600.3,LOW,25.0
Late Blight,1,28.7,57.4,33.6,600.3,LOW,20.0
Fusarium Wilt,1,28.7,57.4,33.6,600.3,LOW,25.0
Early Blight,0,25.8,30.5,48.2,399.9,LOW,12.0
Late Blight,1,25.8,30.5,48.2,399.9,LOW,10.0
Fusarium Wilt,1,25.8,30.5,48.2,399.9,MEDIUM,40.0
Early Blight,0,27.2,90.6,71.8,1110.4,MEDIUM,42.0
Late Blight,1,27.2,90.6,71.8,1110.4,LOW,25.0
Fusarium Wilt,1,27.2,90.6,71.8,1110.4,LOW,25.0
Early Blight,1,33.9,68.9,68.3,734.2,LOW,35.0
Late Blight,0,33.9,68.9,68.3,734.2,LOW,10.0
Fusarium Wilt,1,33.9,68.9,68.3,734.2,MEDIUM,40.0
Early Blight,0,24.4,46.9,66.2,733.8,LOW,12.0
Late Blight,1,24.4,46.9,66.2,733.8,LOW,10.0
Fusarium Wilt,2,24.4,46.9,66.2,733.8,LOW,25.0
Early Blight,0,32.0,50.5,20.4,634.8,LOW,25.0
Late Blight,2,32.0,50.5,20.4,634.8,LOW,10.0
Fusarium Wilt,2,32.0,50.5,20.4,634.8,LOW,15.0
Early Blight,1,22.6,85.3,41.5,145.7,LOW,35.0
Late Blight,2,22.6,85.3,41.5,145.7,MEDIUM,45.0
Fusarium Wilt,1,22.6,85.3,41.5,145.7,LOW,25.0
Early Blight,1,35.4,36.0,60.7,392.6,LOW,22.0
Late Blight,1,35.4,36.0,60.7,392.6,LOW,20.0
Fusarium Wilt,0,35.4,36.0,60.7,392.6,MEDIUM,40.0
Early Blight,0,28.6,97.2,14.7,914.9,MEDIUM,42.0
Late Blight,2,28.6,97.2,14.7,914.9,LOW,10.0
Fusarium Wilt,1,28.6,97.2,14.7,914.9,LOW,15.0
Early Blight,1,30.8,82.2,46.8,508.1,MEDIUM,52.0
Late Blight,1,30.8,82.2,46.8,508.1,LOW,20.0
Fusarium Wilt,1,30.8,82.2,46.8,508.1,MEDIUM,40.0
Early Blight,1,19.3,56.7,14.0,888.3,LOW,35.0
Late Blight,1,19.3,56.7,14.0,888.3,LOW,10.0
Fusarium Wilt,1,19.3,56.7,14.0,888.3,LOW,15.0
Early Blight,0,26.3,50.1,35.7,992.5,LOW,25.0
Late Blight,1,26.3,50.1,35.7,992.5,LOW,20.0
Fusarium Wilt,1,26.3,50.1,35.7,992.5,LOW,25.0
Early Blight,0,37.1,49.1,32.8,462.3,LOW,12.0
Late Blight,2,37.1,49.1,32.8,462.3,LOW,10.0
Fusarium Wilt,0,37.1,49.1,32.8,462.3,LOW,25.0
Early Blight,0,28.7,53.7,38.0,332.5,LOW,25.0
Late Blight,0,28.7,53.7,38.0,332.5,LOW,10.0
Fusarium Wilt,2,28.7,53.7,38.0,332.5,LOW,25.0
Early Blight,1,34.9,70.6,64.9,264.3,LOW,35.0
Late Blight,2,34.9,70.6,64.9,264.3,LOW,10.0
Fusarium Wilt,2,34.9,70.6,64.9,264.3,MEDIUM,40.0
Early Blight,1,37.3,57.8,74.9,1024.4,LOW,35.0
Late Blight,2,37.3,57.8,74.9,1024.4,LOW,10.0
Fusarium Wilt,1,37.3,57.8,74.9,1024.4,LOW,25.0
Early Blight,1,18.5,58.7,83.7,117.6,LOW,35.0
Late Blight,1,18.5,58.7,83.7,117.6,LOW,20.0
Fusarium Wilt,1,18.5,58.7,83.7,117.6,LOW,25.0
Early Blight,0,23.6,43.5,10.3,585.3,LOW,12.0
Late Blight,1,23.6,43.5,10.3,585.3,LOW,20.0
Fusarium Wilt,2,23.6,43.5,10.3,585.3,LOW,15.0
Early Blight,1,24.7,53.6,45.2,168.0,LOW,35.0
Late Blight,2,24.7,53.6,45.2,168.0,LOW,10.0
Fusarium Wilt,2,24.7,53.6,45.2,168.0,LOW,25.0
Early Blight,0,25.2,48.0,66.8,1165.5,LOW,12.0
Late Blight,2,25.2,48.0,66.8,1165.5,LOW,10.0
Fusarium Wilt,0,25.2,48.0,66.8,1165.5,MEDIUM,40.0
Early Blight,1,37.7,61.8,14.4,895.0,LOW,35.0
Late Blight,1,37.7,61.8,14.4,895.0,LOW,20.0
Fusarium Wilt,0,37.7,61.8,14.4,895.0,LOW,15.0
Early Blight,0,28.2,57.1,87.2,1130.4,LOW,25.0
Late Blight,2,28.2,57.1,87.2,1130.4,LOW,10.0
Fusarium Wilt,1,28.2,57.1,87.2,1130.4,LOW,25.0
Early Blight,1,27.7,43.2,35.8,768.0,LOW,22.0
Late Blight,1,27.7,43.2,35.8,768.0,LOW,20.0
Fusarium Wilt,1,27.7,43.2,35.8,768.0,LOW,25.0
Early Blight,0,30.8,33.3,24.9,367.2,LOW,12.0
Late Blight,2,30.8,33.3,24.9,367.2,LOW,10.0
Fusarium Wilt,0,30.8,33.3,24.9,367.2,LOW,15.0
Early Blight,1,20.6,30.4,61.4,720.0,LOW,22.0
Late Blight,1,20.6,30.4,61.4,720.0,LOW,20.0
Fusarium Wilt,2,20.6,30.4,61.4,720.0,LOW,25.0
Early Blight,0,33.8,76.9,58.3,627.0,LOW,25.0
Late Blight,1,33.8,76.9,58.3,627.0,LOW,10.0
Fusarium Wilt,1,33.8,76.9,58.3,627.0,MEDIUM,40.0
Early Blight,0,15.9,89.1,83.7,454.4,LOW,25.0
Late Blight,0,15.9,89.1,83.7,454.4,MEDIUM,45.0
Fusarium Wilt,1,15.9,89.1,83.7,454.4,LOW,25.0
Early Blight,1,29.2,70.4,24.9,281.9,MEDIUM,52.0
Late Blight,1,29.2,70.4,24.9,281.9,LOW,10.0
Fusarium Wilt,1,29.2,70.4,24.9,281.9,LOW,15.0
Early Blight,1,35.0,74.3,13.7,362.1,LOW,35.0
Late Blight,1,35.0,74.3,13.7,362.1,LOW,20.0
Fusarium Wilt,1,35.0,74.3,13.7,362.1,LOW,15.0
Early Blight,1,29.2,45.5,73.9,667.9,LOW,22.0
Late Blight,2,29.2,45.5,73.9,667.9,LOW,10.0
Fusarium Wilt,0,29.2,45.5,73.9,667.9,LOW,25.0
Early Blight,1,27.1,90.5,10.7,839.9,MEDIUM,52.0
Late Blight,2,27.1,90.5,10.7,839.9,LOW,25.0
Fusarium Wilt,0,27.1,90.5,10.7,839.9,LOW,15.0
Early Blight,1,17.9,56.5,83.2,586.8,LOW,35.0
Late Blight,0,17.9,56.5,83.2,586.8,LOW,10.0
Fusarium Wilt,1,17.9,56.5,83.2,586.8,LOW,25.0
Early Blight,0,17.9,30.3,76.6,967.5,LOW,12.0
Late Blight,2,17.9,30.3,76.6,967.5,LOW,10.0
Fusarium Wilt,1,17.9,30.3,76.6,967.5,LOW,25.0
Early Blight,1,29.4,83.0,83.1,642.0,MEDIUM,52.0
Late Blight,1,29.4,83.0,83.1,642.0,LOW,10.0
Fusarium Wilt,1,29.4,83.0,83.1,642.0,LOW,25.0
Early Blight,0,31.1,32.3,41.9,1121.4,LOW,12.0
Late Blight,1,31.1,32.3,41.9,1121.4,LOW,10.0
Fusarium Wilt,1,31.1,32.3,41.9,1121.4,MEDIUM,40.0
Early Blight,1,16.2,55.7,12.8,775.8,LOW,35.0
Late Blight,1,16.2,55.7,12.8,775.8,LOW,20.0
Fusarium Wilt,1,16.2,55.7,12.8,775.8,LOW,15.0
Early Blight,1,34.0,73.5,73.3,427.3,LOW,35.0
Late Blight,1,34.0,73.5,73.3,427.3,LOW,20.0
Fusarium Wilt,0,34.0,73.5,73.3,427.3,LOW,25.0
Early Blight,1,25.9,81.6,50.5,570.8,MEDIUM,52.0
Late Blight,1,25.9,81.6,50.5,570.8,LOW,25.0
Fusarium Wilt,1,25.9,81.6,50.5,570.8,MEDIUM,40.0
Early Blight,0,18.7,87.3,29.6,545.3,LOW,25.0
Late Blight,1,18.7,87.3,29.6,545.3,MEDIUM,55.0
Fusarium Wilt,0,18.7,87.3,29.6,545.3,LOW,25.0
Early Blight,1,24.3,95.0,31.0,552.8,MEDIUM,52.0
Late Blight,1,24.3,95.0,31.0,552.8,LOW,35.0
Fusarium Wilt,0,24.3,95.0,31.0,552.8,LOW,25.0
Early Blight,0,19.8,65.5,27.4,745.8,LOW,25.0
Late Blight,0,19.8,65.5,27.4,745.8,LOW,25.0
Fusarium Wilt,0,19.8,65.5,27.4,745.8,LOW,25.0
Early Blight,0,34.4,70.7,16.2,758.6,LOW,25.0
Late Blight,1,34.4,70.7,16.2,758.6,LOW,10.0
Fusarium Wilt,1,34.4,70.7,16.2,758.6,LOW,15.0
Early Blight,1,22.2,88.9,57.8,980.5,LOW,35.0
Late Blight,0,22.2,88.9,57.8,980.5,MEDIUM,45.0
Fusarium Wilt,2,22.2,88.9,57.8,980.5,LOW,25.0
Early Blight,1,18.0,45.1,57.2,1082.5,LOW,22.0
Late Blight,1,18.0,45.1,57.2,1082.5,LOW,10.0
Fusarium Wilt,0,18.0,45.1,57.2,1082.5,LOW,25.0
Early Blight,1,27.3,74.3,62.8,1101.3,MEDIUM,52.0
Late Blight,1,27.3,74.3,62.8,1101.3,LOW,25.0
Fusarium Wilt,2,27.3,74.3,62.8,1101.3,MEDIUM,40.0
Early Blight,0,31.1,42.4,46.0,915.4,LOW,12.0
Late Blight,1,31.1,42.4,46.0,915.4,LOW,20.0
Fusarium Wilt,1,31.1,42.4,46.0,915.4,MEDIUM,40.0
Early Blight,0,27.2,92.2,85.1,430.2,MEDIUM,42.0
Late Blight,1,27.2,92.2,85.1,430.2,LOW,35.0
Fusarium Wilt,2,27.2,92.2,85.1,430.2,LOW,25.0
Early Blight,0,26.6,63.4,77.8,951.8,LOW,25.0
Late Blight,1,26.6,63.4,77.8,951.8,LOW,35.0
Fusarium Wilt,1,26.6,63.4,77.8,951.8,LOW,25.0
Early Blight,1,29.9,33.9,62.6,1169.8,LOW,22.0
Late Blight,2,29.9,33.9,62.6,1169.8,LOW,10.0
Fusarium Wilt,0,29.9,33.9,62.6,1169.8,MEDIUM,40.0
Early Blight,1,19.6,79.2,56.0,507.1,LOW,35.0
Late Blight,0,19.6,79.2,56.0,507.1,LOW,25.0
Fusarium Wilt,0,19.6,79.2,56.0,507.1,LOW,25.0
Early Blight,0,21.2,31.7,64.4,666.8,LOW,12.0
Late Blight,0,21.2,31.7,64.4,666.8,LOW,10.0
Fusarium Wilt,1,21.2,31.7,64.4,666.8,LOW,25.0
Early Blight,0,30.6,46.4,10.3,783.0,LOW,12.0
Late Blight,2,30.6,46.4,10.3,783.0,LOW,10.0
Fusarium Wilt,1,30.6,46.4,10.3,783.0,LOW,15.0
Early Blight,1,16.4,89.8,43.4,522.6,LOW,35.0
Late Blight,2,16.4,89.8,43.4,522.6,MEDIUM,45.0
Fusarium Wilt,0,16.4,89.8,43.4,522.6,LOW,25.0
Early Blight,0,30.7,57.6,32.2,649.2,LOW,25.0
Late Blight,1,30.7,57.6,32.2,649.2,LOW,20.0
Fusarium Wilt,1,30.7,57.6,32.2,649.2,LOW,25.0
Early Blight,1,26.4,36.8,87.3,380.2,LOW,22.0
Late Blight,2,26.4,36.8,87.3,380.2,LOW,10.0
Fusarium Wilt,1,26.4,36.8,87.3,380.2,LOW,25.0
Early Blight,0,33.1,58.2,52.5,246.1,LOW,25.0
Late Blight,2,33.1,58.2,52.5,246.1,LOW,10.0
Fusarium Wilt,2,33.1,58.2,52.5,246.1,MEDIUM,40.0
Early Blight,0,18.5,90.6,78.9,386.0,LOW,25.0
Late Blight,1,18.5,90.6,78.9,386.0,MEDIUM,55.0
Fusarium Wilt,2,18.5,90.6,78.9,386.0,LOW,25.0
Early Blight,0,34.5,43.7,52.3,1103.4,LOW,12.0
Late Blight,1,34.5,43.7,52.3,1103.4,LOW,10.0
Fusarium Wilt,0,34.5,43.7,52.3,1103.4,MEDIUM,40.0
Early Blight,1,34.9,79.7,46.2,1154.2,LOW,35.0
Late Blight,1,34.9,79.7,46.2,1154.2,LOW,10.0
Fusarium Wilt,1,34.9,79.7,46.2,1154.2,MEDIUM,40.0
Early Blight,0,36.1,64.9,42.9,290.7,LOW,25.0
Late Blight,2,36.1,64.9,42.9,290.7,LOW,10.0
Fusarium Wilt,0,36.1,64.9,42.9,290.7,MEDIUM,40.0
Early Blight,1,15.7,71.4,79.8,921.4,LOW,35.0
Late Blight,1,15.7,71.4,79.8,921.4,LOW,35.0
Fusarium Wilt,0,15.7,71.4,79.8,921.4,LOW,25.0
Early Blight,0,33.9,62.3,48.8,1029.1,LOW,25.0
Late Blight,1,33.9,62.3,48.8,1029.1,LOW,20.0
Fusarium Wilt,1,33.9,62.3,48.8,1029.1,MEDIUM,40.0
Early Blight,1,18.5,48.3,26.8,528.2,LOW,22.0
Late Blight,2,18.5,48.3,26.8,528.2,LOW,10.0
Fusarium Wilt,2,18.5,48.3,26.8,528.2,LOW,25.0
Early Blight,0,32.3,55.7,65.3,429.1,LOW,25.0
Late Blight,0,32.3,55.7,65.3,429.1,LOW,10.0
Fusarium Wilt,1,32.3,55.7,65.3,429.1,MEDIUM,40.0
Early Blight,0,20.1,47.1,11.5,470.5,LOW,12.0
Late Blight,1,20.1,47.1,11.5,470.5,LOW,20.0
Fusarium Wilt,1,20.1,47.1,11.5,470.5,LOW,15.0
Early Blight,0,18.9,72.0,31.6,815.7,LOW,25.0
Late Blight,2,18.9,72.0,31.6,815.7,LOW,25.0
Fusarium Wilt,1,18.9,72.0,31.6,815.7,LOW,25.0
Early Blight,0,28.8,81.9,36.6,408.4,MEDIUM,42.0
Late Blight,2,28.8,81.9,36.6,408.4,LOW,10.0
Fusarium Wilt,2,28.8,81.9,36.6,408.4,LOW,25.0
Early Blight,0,17.2,80.6,63.2,618.3,LOW,25.0
Late Blight,1,17.2,80.6,63.2,618.3,MEDIUM,45.0
Fusarium Wilt,1,17.2,80.6,63.2,618.3,LOW,25.0
Early Blight,0,22.1,64.9,44.0,394.0,LOW,25.0
Late Blight,1,22.1,64.9,44.0,394.0,LOW,35.0
Fusarium Wilt,1,22.1,64.9,44.0,394.0,LOW,25.0
Early Blight,0,31.6,87.1,35.6,805.5,MEDIUM,42.0
Late Blight,0,31.6,87.1,35.6,805.5,LOW,10.0
Fusarium Wilt,1,31.6,87.1,35.6,805.5,LOW,25.0
Early Blight,1,18.7,74.0,27.6,1168.2,LOW,35.0
Late Blight,1,18.7,74.0,27.6,1168.2,LOW,35.0
Fusarium Wilt,0,18.7,74.0,27.6,1168.2,LOW,25.0
Early Blight,0,32.4,41.3,43.6,628.6,LOW,12.0
Late Blight,1,32.4,41.3,43.6,628.6,LOW,10.0
Fusarium Wilt,1,32.4,41.3,43.6,628.6,MEDIUM,40.0
Early Blight,0,23.8,42.4,57.2,822.9,LOW,12.0
Late Blight,1,23.8,42.4,57.2,822.9,LOW,20.0
Fusarium Wilt,0,23.8,42.4,57.2,822.9,LOW,25.0
Early Blight,1,35.6,82.0,47.5,650.7,LOW,35.0
Late Blight,2,35.6,82.0,47.5,650.7,LOW,10.0
Fusarium Wilt,2,35.6,82.0,47.5,650.7,MEDIUM,40.0
Early Blight,1,22.2,72.4,57.5,125.7,LOW,35.0
Late Blight,2,22.2,72.4,57.5,125.7,LOW,25.0
Fusarium Wilt,1,22.2,72.4,57.5,125.7,LOW,25.0
Early Blight,0,25.9,60.6,50.2,737.2,LOW,25.0
Late Blight,1,25.9,60.6,50.2,737.2,LOW,35.0
Fusarium Wilt,0,25.9,60.6,50.2,737.2,MEDIUM,40.0
Early Blight,0,15.8,85.3,71.0,571.3,LOW,25.0
